"id","name","race","effect"
239,"Bhang XJ-13","hybrid","Inflammation"
239,"Bhang XJ-13","hybrid","Pain"
239,"Bhang XJ-13","hybrid","Stress"
240,"Bhang Yoda OG","indica","Focused"
240,"Bhang Yoda OG","indica","Relaxed"
240,"Bhang Yoda OG","indica","Uplifted"
240,"Bhang Yoda OG","indica","Inflammation"
240,"Bhang Yoda OG","indica","Pain"
240,"Bhang Yoda OG","indica","Stress"
241,"Bianca","hybrid","Relaxed"
241,"Bianca","hybrid","Creative"
241,"Bianca","hybrid","Sleepy"
241,"Bianca","hybrid","Aroused"
241,"Bianca","hybrid","Dry Mouth"
241,"Bianca","hybrid","Insomnia"
241,"Bianca","hybrid","Lack of Appetite"
241,"Bianca","hybrid","Stress"
241,"Bianca","hybrid","Muscle Spasms"
241,"Bianca","hybrid","Pain"
242,"Biddy Early","hybrid","Creative"
242,"Biddy Early","hybrid","Euphoric"
242,"Biddy Early","hybrid","Uplifted"
242,"Biddy Early","hybrid","Focused"
242,"Biddy Early","hybrid","Energetic"
242,"Biddy Early","hybrid","Pain"
242,"Biddy Early","hybrid","Depression"
242,"Biddy Early","hybrid","Fatigue"
242,"Biddy Early","hybrid","Nausea"
242,"Biddy Early","hybrid","Stress"
242,"Biddy Early","hybrid","Anxious"
243,"Big Band","hybrid","Relaxed"
243,"Big Band","hybrid","Euphoric"
243,"Big Band","hybrid","Happy"
243,"Big Band","hybrid","Giggly"
243,"Big Band","hybrid","Hungry"
243,"Big Band","hybrid","Fatigue"
243,"Big Band","hybrid","Insomnia"
243,"Big Band","hybrid","Pain"
243,"Big Band","hybrid","Stress"
243,"Big Band","hybrid","Inflammation"
243,"Big Band","hybrid","Dry Mouth"
244,"Big Bang","indica","Relaxed"
244,"Big Bang","indica","Happy"
244,"Big Bang","indica","Euphoric"
244,"Big Bang","indica","Dry Eyes"
244,"Big Bang","indica","Sleepy"
244,"Big Bang","indica","Pain"
244,"Big Bang","indica","Stress"
244,"Big Bang","indica","Insomnia"
244,"Big Bang","indica","Depression"
244,"Big Bang","indica","Headaches"
244,"Big Bang","indica","Paranoid"
244,"Big Bang","indica","Anxious"
244,"Big Bang","indica","Dizzy"
244,"Big Bang","indica","Dry Mouth"
244,"Big Bang","indica","Dry Eyes"
245,"Big Bud","indica","Relaxed"
245,"Big Bud","indica","Sleepy"
245,"Big Bud","indica","Hungry"
245,"Big Bud","indica","Euphoric"
245,"Big Bud","indica","Happy"
245,"Big Bud","indica","Stress"
245,"Big Bud","indica","Pain"
245,"Big Bud","indica","Depression"
245,"Big Bud","indica","Insomnia"
245,"Big Bud","indica","Inflammation"
245,"Big Bud","indica","Dry Mouth"
245,"Big Bud","indica","Dry Eyes"
245,"Big Bud","indica","Dizzy"
245,"Big Bud","indica","Headache"
245,"Big Bud","indica","Paranoid"
246,"Big Buddha Cheese","hybrid","Happy"
246,"Big Buddha Cheese","hybrid","Relaxed"
246,"Big Buddha Cheese","hybrid","Euphoric"
246,"Big Buddha Cheese","hybrid","Uplifted"
246,"Big Buddha Cheese","hybrid","Sleepy"
246,"Big Buddha Cheese","hybrid","Stress"
246,"Big Buddha Cheese","hybrid","Depression"
246,"Big Buddha Cheese","hybrid","Pain"
246,"Big Buddha Cheese","hybrid","Headaches"
246,"Big Buddha Cheese","hybrid","Insomnia"
246,"Big Buddha Cheese","hybrid","Dry Mouth"
246,"Big Buddha Cheese","hybrid","Dry Eyes"
246,"Big Buddha Cheese","hybrid","Dizzy"
246,"Big Buddha Cheese","hybrid","Paranoid"
246,"Big Buddha Cheese","hybrid","Headache"
247,"Big Holy Nina","hybrid","Euphoric"
247,"Big Holy Nina","hybrid","Happy"
247,"Big Holy Nina","hybrid","Talkative"
247,"Big Holy Nina","hybrid","Uplifted"
247,"Big Holy Nina","hybrid","Fatigue"
247,"Big Holy Nina","hybrid","Lack of Appetite"
247,"Big Holy Nina","hybrid","Nausea"
247,"Big Holy Nina","hybrid","Stress"
248,"Big Kush","hybrid","Uplifted"
248,"Big Kush","hybrid","Relaxed"
248,"Big Kush","hybrid","Euphoric"
248,"Big Kush","hybrid","Happy"
248,"Big Kush","hybrid","Sleepy"
248,"Big Kush","hybrid","Insomnia"
248,"Big Kush","hybrid","Nausea"
248,"Big Kush","hybrid","Pain"
248,"Big Kush","hybrid","Stress"
248,"Big Kush","hybrid","Cramps"
248,"Big Kush","hybrid","Dry Mouth"
248,"Big Kush","hybrid","Dry Eyes"
249,"Big Mac","indica","Relaxed"
249,"Big Mac","indica","Anxious"
249,"Big Mac","indica","Aroused"
249,"Big Mac","indica","Creative"
249,"Big Mac","indica","Dizzy"
249,"Big Mac","indica","Depression"
249,"Big Mac","indica","Stress"
249,"Big Mac","indica","Insomnia"
250,"Big Skunk Korean","hybrid","Creative"
250,"Big Skunk Korean","hybrid","Energetic"
250,"Big Skunk Korean","hybrid","Hungry"
250,"Big Skunk Korean","hybrid","Talkative"
250,"Big Skunk Korean","hybrid","Uplifted"
250,"Big Skunk Korean","hybrid","Depression"
250,"Big Skunk Korean","hybrid","Fatigue"
250,"Big Skunk Korean","hybrid","Lack of Appetite"
250,"Big Skunk Korean","hybrid","Nausea"
250,"Big Skunk Korean","hybrid","Dry Mouth"
251,"Big Sky OG","hybrid","Dry Mouth"
251,"Big Sky OG","hybrid","Tingly"
251,"Big Sky OG","hybrid","Relaxed"
251,"Big Sky OG","hybrid","Creative"
251,"Big Sky OG","hybrid","Uplifted"
251,"Big Sky OG","hybrid","Depression"
251,"Big Sky OG","hybrid","Stress"
251,"Big Sky OG","hybrid","Eye Pressure"
251,"Big Sky OG","hybrid","Headaches"
251,"Big Sky OG","hybrid","Pain"
252,"Big Smooth","hybrid","Aroused"
252,"Big Smooth","hybrid","Giggly"
252,"Big Smooth","hybrid","Happy"
252,"Big Smooth","hybrid","Tingly"
252,"Big Smooth","hybrid","Creative"
252,"Big Smooth","hybrid","Depression"
252,"Big Smooth","hybrid","Headaches"
252,"Big Smooth","hybrid","Fatigue"
252,"Big Smooth","hybrid","Insomnia"
252,"Big Smooth","hybrid","Lack of Appetite"
253,"Big Sur Holy Bud","sativa","Relaxed"
253,"Big Sur Holy Bud","sativa","Focused"
253,"Big Sur Holy Bud","sativa","Happy"
253,"Big Sur Holy Bud","sativa","Uplifted"
253,"Big Sur Holy Bud","sativa","Creative"
253,"Big Sur Holy Bud","sativa","Stress"
253,"Big Sur Holy Bud","sativa","Depression"
253,"Big Sur Holy Bud","sativa","Nausea"
253,"Big Sur Holy Bud","sativa","Muscle Spasms"
253,"Big Sur Holy Bud","sativa","Fatigue"
254,"Big White","indica","Relaxed"
254,"Big White","indica","Uplifted"
254,"Big White","indica","Dry Eyes"
254,"Big White","indica","Dry Mouth"
254,"Big White","indica","Sleepy"
254,"Big White","indica","Pain"
254,"Big White","indica","Stress"
254,"Big White","indica","Insomnia"
254,"Big White","indica","Lack of Appetite"
254,"Big White","indica","Depression"
254,"Big White","indica","Dry Mouth"
254,"Big White","indica","Dry Eyes"
254,"Big White","indica","Headache"
254,"Big White","indica","Paranoid"
255,"Big Wreck","indica","Relaxed"
255,"Big Wreck","indica","Euphoric"
255,"Big Wreck","indica","Happy"
255,"Big Wreck","indica","Sleepy"
255,"Big Wreck","indica","Uplifted"
255,"Big Wreck","indica","Insomnia"
255,"Big Wreck","indica","Muscle Spasms"
255,"Big Wreck","indica","Stress"
255,"Big Wreck","indica","Depression"
255,"Big Wreck","indica","Fatigue"
255,"Big Wreck","indica","Dry Eyes"
255,"Big Wreck","indica","Dry Mouth"
255,"Big Wreck","indica","Headache"
255,"Big Wreck","indica","Dizzy"
255,"Big Wreck","indica","Anxious"
256,"Biker Le’Blanc","hybrid","Relaxed"
256,"Biker Le’Blanc","hybrid","Focused"
256,"Biker Le’Blanc","hybrid","Energetic"
256,"Biker Le’Blanc","hybrid","Euphoric"
256,"Biker Le’Blanc","hybrid","Aroused"
256,"Biker Le’Blanc","hybrid","Cramps"
257,"Bio-Diesel","hybrid","Euphoric"
257,"Bio-Diesel","hybrid","Happy"
257,"Bio-Diesel","hybrid","Relaxed"
257,"Bio-Diesel","hybrid","Uplifted"
257,"Bio-Diesel","hybrid","Energetic"
257,"Bio-Diesel","hybrid","Stress"
257,"Bio-Diesel","hybrid","Depression"
257,"Bio-Diesel","hybrid","Pain"
257,"Bio-Diesel","hybrid","Nausea"
257,"Bio-Diesel","hybrid","Insomnia"
257,"Bio-Diesel","hybrid","Dry Mouth"
257,"Bio-Diesel","hybrid","Dry Eyes"
257,"Bio-Diesel","hybrid","Paranoid"
257,"Bio-Diesel","hybrid","Headache"
257,"Bio-Diesel","hybrid","Dizzy"
258,"Bio-Jesus","hybrid","Relaxed"
258,"Bio-Jesus","hybrid","Happy"
258,"Bio-Jesus","hybrid","Euphoric"
258,"Bio-Jesus","hybrid","Uplifted"
258,"Bio-Jesus","hybrid","Sleepy"
258,"Bio-Jesus","hybrid","Stress"
258,"Bio-Jesus","hybrid","Pain"
258,"Bio-Jesus","hybrid","Insomnia"
258,"Bio-Jesus","hybrid","Depression"
258,"Bio-Jesus","hybrid","Muscle Spasms"
258,"Bio-Jesus","hybrid","Dry Mouth"
258,"Bio-Jesus","hybrid","Dry Eyes"
258,"Bio-Jesus","hybrid","Dizzy"
258,"Bio-Jesus","hybrid","Headache"
258,"Bio-Jesus","hybrid","Paranoid"
259,"Biochem","indica","Relaxed"
259,"Biochem","indica","Sleepy"
259,"Biochem","indica","Euphoric"
259,"Biochem","indica","Hungry"
259,"Biochem","indica","Aroused"
259,"Biochem","indica","Insomnia"
259,"Biochem","indica","Lack of Appetite"
259,"Biochem","indica","Depression"
259,"Biochem","indica","Stress"
259,"Biochem","indica","Fatigue"
260,"Birds Eye","sativa","Happy"
260,"Birds Eye","sativa","Energetic"
260,"Birds Eye","sativa","Euphoric"
260,"Birds Eye","sativa","Relaxed"
260,"Birds Eye","sativa","Uplifted"
260,"Birds Eye","sativa","Inflammation"
260,"Birds Eye","sativa","Pain"
260,"Birds Eye","sativa","Depression"
260,"Birds Eye","sativa","Lack of Appetite"
260,"Birds Eye","sativa","Stress"
261,"Birthday Cake Kush","hybrid","Happy"
261,"Birthday Cake Kush","hybrid","Relaxed"
261,"Birthday Cake Kush","hybrid","Uplifted"
261,"Birthday Cake Kush","hybrid","Euphoric"
261,"Birthday Cake Kush","hybrid","Giggly"
261,"Birthday Cake Kush","hybrid","Stress"
261,"Birthday Cake Kush","hybrid","Pain"
261,"Birthday Cake Kush","hybrid","Depression"
261,"Birthday Cake Kush","hybrid","Inflammation"
261,"Birthday Cake Kush","hybrid","Muscle Spasms"
261,"Birthday Cake Kush","hybrid","Dry Mouth"
261,"Birthday Cake Kush","hybrid","Dizzy"
261,"Birthday Cake Kush","hybrid","Anxious"
261,"Birthday Cake Kush","hybrid","Dry Eyes"
262,"Black '84","indica","Relaxed"
262,"Black '84","indica","Sleepy"
262,"Black '84","indica","Happy"
262,"Black '84","indica","Hungry"
262,"Black '84","indica","Dry Mouth"
262,"Black '84","indica","Stress"
262,"Black '84","indica","Insomnia"
262,"Black '84","indica","Pain"
262,"Black '84","indica","Cramps"
262,"Black '84","indica","Lack of Appetite"
262,"Black '84","indica","Dry Mouth"
262,"Black '84","indica","Dry Eyes"
263,"Black Afghan","indica","Relaxed"
263,"Black Afghan","indica","Euphoric"
263,"Black Afghan","indica","Hungry"
263,"Black Afghan","indica","Sleepy"
263,"Black Afghan","indica","Dry Mouth"
263,"Black Afghan","indica","Depression"
263,"Black Afghan","indica","Pain"
263,"Black Afghan","indica","Stress"
263,"Black Afghan","indica","Lack of Appetite"
263,"Black Afghan","indica","Inflammation"
264,"Black Betty","hybrid","Happy"
264,"Black Betty","hybrid","Euphoric"
264,"Black Betty","hybrid","Uplifted"
264,"Black Betty","hybrid","Energetic"
264,"Black Betty","hybrid","Talkative"
264,"Black Betty","hybrid","Headaches"
264,"Black Betty","hybrid","Stress"
264,"Black Betty","hybrid","Pain"
264,"Black Betty","hybrid","Depression"
264,"Black Betty","hybrid","Fatigue"
264,"Black Betty","hybrid","Dry Mouth"
264,"Black Betty","hybrid","Dry Eyes"
264,"Black Betty","hybrid","Anxious"
264,"Black Betty","hybrid","Dizzy"
264,"Black Betty","hybrid","Paranoid"
265,"Black Bubba","indica","Relaxed"
265,"Black Bubba","indica","Sleepy"
265,"Black Bubba","indica","Happy"
265,"Black Bubba","indica","Euphoric"
265,"Black Bubba","indica","Tingly"
265,"Black Bubba","indica","Stress"
265,"Black Bubba","indica","Insomnia"
265,"Black Bubba","indica","Pain"
265,"Black Bubba","indica","Seizures"
265,"Black Bubba","indica","Depression"
265,"Black Bubba","indica","Dry Mouth"
266,"Black Cherry Cheesecake","hybrid","Happy"
266,"Black Cherry Cheesecake","hybrid","Relaxed"
266,"Black Cherry Cheesecake","hybrid","Uplifted"
266,"Black Cherry Cheesecake","hybrid","Euphoric"
266,"Black Cherry Cheesecake","hybrid","Creative"
266,"Black Cherry Cheesecake","hybrid","Pain"
266,"Black Cherry Cheesecake","hybrid","Nausea"
266,"Black Cherry Cheesecake","hybrid","Eye Pressure"
266,"Black Cherry Cheesecake","hybrid","Headaches"
266,"Black Cherry Cheesecake","hybrid","Cramps"
266,"Black Cherry Cheesecake","hybrid","Dry Mouth"
266,"Black Cherry Cheesecake","hybrid","Anxious"
266,"Black Cherry Cheesecake","hybrid","Dry Eyes"
266,"Black Cherry Cheesecake","hybrid","Paranoid"
267,"Black Cherry OG","indica","Relaxed"
267,"Black Cherry OG","indica","Uplifted"
267,"Black Cherry OG","indica","Happy"
267,"Black Cherry OG","indica","Euphoric"
267,"Black Cherry OG","indica","Sleepy"
267,"Black Cherry OG","indica","Insomnia"
267,"Black Cherry OG","indica","Pain"
267,"Black Cherry OG","indica","Stress"
267,"Black Cherry OG","indica","Depression"
267,"Black Cherry OG","indica","Fatigue"
267,"Black Cherry OG","indica","Dry Mouth"
267,"Black Cherry OG","indica","Anxious"
267,"Black Cherry OG","indica","Dizzy"
267,"Black Cherry OG","indica","Dry Eyes"
267,"Black Cherry OG","indica","Headache"
268,"Black Cherry Pie","hybrid","Euphoric"
268,"Black Cherry Pie","hybrid","Happy"
268,"Black Cherry Pie","hybrid","Relaxed"
268,"Black Cherry Pie","hybrid","Creative"
268,"Black Cherry Pie","hybrid","Uplifted"
268,"Black Cherry Pie","hybrid","Cramps"
268,"Black Cherry Pie","hybrid","Insomnia"
268,"Black Cherry Pie","hybrid","Lack of Appetite"
268,"Black Cherry Pie","hybrid","Nausea"
268,"Black Cherry Pie","hybrid","Pain"
269,"Black Cherry Soda","hybrid","Euphoric"
269,"Black Cherry Soda","hybrid","Relaxed"
269,"Black Cherry Soda","hybrid","Happy"
269,"Black Cherry Soda","hybrid","Uplifted"
269,"Black Cherry Soda","hybrid","Focused"
269,"Black Cherry Soda","hybrid","Pain"
269,"Black Cherry Soda","hybrid","Stress"
269,"Black Cherry Soda","hybrid","Depression"
269,"Black Cherry Soda","hybrid","Fatigue"
269,"Black Cherry Soda","hybrid","Headaches"
269,"Black Cherry Soda","hybrid","Dry Mouth"
269,"Black Cherry Soda","hybrid","Dry Eyes"
269,"Black Cherry Soda","hybrid","Headache"
269,"Black Cherry Soda","hybrid","Dizzy"
269,"Black Cherry Soda","hybrid","Paranoid"
270,"Black Dahlia","hybrid","Happy"
270,"Black Dahlia","hybrid","Relaxed"
270,"Black Dahlia","hybrid","Focused"
270,"Black Dahlia","hybrid","Dry Mouth"
270,"Black Dahlia","hybrid","Sleepy"
270,"Black Dahlia","hybrid","Insomnia"
270,"Black Dahlia","hybrid","Inflammation"
270,"Black Dahlia","hybrid","Pain"
270,"Black Dahlia","hybrid","Stress"
270,"Black Dahlia","hybrid","Depression"
270,"Black Dahlia","hybrid","Dry Mouth"
270,"Black Dahlia","hybrid","Dry Eyes"
270,"Black Dahlia","hybrid","Dizzy"
270,"Black Dahlia","hybrid","Headache"
270,"Black Dahlia","hybrid","Anxious"
271,"Black Diamond","indica","Relaxed"
271,"Black Diamond","indica","Happy"
271,"Black Diamond","indica","Euphoric"
271,"Black Diamond","indica","Hungry"
271,"Black Diamond","indica","Uplifted"
271,"Black Diamond","indica","Stress"
271,"Black Diamond","indica","Pain"
271,"Black Diamond","indica","Depression"
271,"Black Diamond","indica","Insomnia"
271,"Black Diamond","indica","Lack of Appetite"
271,"Black Diamond","indica","Dry Mouth"
271,"Black Diamond","indica","Dry Eyes"
271,"Black Diamond","indica","Dizzy"
271,"Black Diamond","indica","Paranoid"
271,"Black Diamond","indica","Anxious"
272,"Black Diesel","sativa","Happy"
272,"Black Diesel","sativa","Euphoric"
272,"Black Diesel","sativa","Uplifted"
272,"Black Diesel","sativa","Relaxed"
272,"Black Diesel","sativa","Creative"
272,"Black Diesel","sativa","Stress"
272,"Black Diesel","sativa","Depression"
272,"Black Diesel","sativa","Fatigue"
272,"Black Diesel","sativa","Pain"
272,"Black Diesel","sativa","Muscle Spasms"
272,"Black Diesel","sativa","Dry Mouth"
272,"Black Diesel","sativa","Dry Eyes"
272,"Black Diesel","sativa","Headache"
272,"Black Diesel","sativa","Dizzy"
272,"Black Diesel","sativa","Paranoid"
273,"Black Domina","indica","Relaxed"
273,"Black Domina","indica","Sleepy"
273,"Black Domina","indica","Euphoric"
273,"Black Domina","indica","Happy"
273,"Black Domina","indica","Uplifted"
273,"Black Domina","indica","Pain"
273,"Black Domina","indica","Stress"
273,"Black Domina","indica","Insomnia"
273,"Black Domina","indica","Depression"
273,"Black Domina","indica","Inflammation"
273,"Black Domina","indica","Dry Mouth"
273,"Black Domina","indica","Dry Eyes"
273,"Black Domina","indica","Dizzy"
273,"Black Domina","indica","Paranoid"
273,"Black Domina","indica","Anxious"
274,"Black Haze","hybrid","Relaxed"
274,"Black Haze","hybrid","Happy"
274,"Black Haze","hybrid","Uplifted"
274,"Black Haze","hybrid","Euphoric"
274,"Black Haze","hybrid","Focused"
274,"Black Haze","hybrid","Pain"
274,"Black Haze","hybrid","Stress"
274,"Black Haze","hybrid","Depression"
274,"Black Haze","hybrid","Headaches"
274,"Black Haze","hybrid","Insomnia"
274,"Black Haze","hybrid","Dry Mouth"
274,"Black Haze","hybrid","Dry Eyes"
274,"Black Haze","hybrid","Dizzy"
274,"Black Haze","hybrid","Headache"
274,"Black Haze","hybrid","Paranoid"
275,"Black Ice","indica","Relaxed"
275,"Black Ice","indica","Sleepy"
275,"Black Ice","indica","Hungry"
275,"Black Ice","indica","Happy"
275,"Black Ice","indica","Dry Mouth"
275,"Black Ice","indica","Stress"
275,"Black Ice","indica","Depression"
275,"Black Ice","indica","Insomnia"
275,"Black Ice","indica","Pain"
275,"Black Ice","indica","Headaches"
275,"Black Ice","indica","Dry Mouth"
275,"Black Ice","indica","Dizzy"
275,"Black Ice","indica","Dry Eyes"
276,"Black Jack","hybrid","Relaxed"
276,"Black Jack","hybrid","Happy"
276,"Black Jack","hybrid","Euphoric"
